Invoice Number,Field_1,Vendor,Pin code,Field_2,Invoice Date,Field_3,Tax(18%),Field_4,Total Price,Field_5,Total Amount,Field_6,Sum,Field_7,SUMIF
INV-32620,,Vendor,45989,,28-Apr-24,,8370,,38130,,46500,,46500,,
INV-88742,,Vendor,90509,,5-May-24,,11676,,53190,,64866,,64866,,
INV-93136,,Vendor,80913,,22-Apr-24,,8234,,37510,,45744,,45744,,
INV-96083,,Vendor,87664,,27-Apr-24,,2142,,9760,,11902,,11902,,
INV-40719,,Vendor,49879,,19-Apr-24,,8774,,39970,,48744,,48744,,
INV-52885,,Vendor,35509,,27-Apr-24,,8278,,37709,,45986,,45986,,
INV-77511,,Vendor,35264,,18-Apr-24,,7713,,35138,,42851,,42851,,
INV-17994,,Vendor,66975,,15-Apr-24,,1710,,7792,,9502,,9502,,
INV-31233,,Vendor,32366,,18-Apr-24,,1981,,9023,,11004,,11004,,
INV-42727,,Vendor,17729,,23-Apr-24,,5373,,24477,,29850,,29850,,
INV-82823,,Vendor,48050,,12-Apr-24,,11148,,50786,,61934,,61934,,
INV-26528,,Vendor,55842,,19-Apr-24,,9323,,42470,,51793,,51793,,
INV-83036,,Vendor,86075,,25-Apr-24,,15012,,68390,,83402,,83402,,
INV-53835,,Vendor,66250,,12-Apr-24,,1401,,6383,,7785,,7785,,
INV-47125,,Vendor,68331,,25-Apr-24,,3281,,14947,,18229,,18229,,
INV-87217,,Vendor,56245,,12-Apr-24,,5477,,24950,,30427,,30427,,
INV-67120,,Vendor,67522,,5-May-24,,14603,,66524,,81127,,81127,,
INV-35283,,Vendor,91339,,13-Apr-24,,5198,,23680,,28877,,28877,,
INV-37273,,Vendor,77671,,18-Apr-24,,13646,,62163,,75809,,75809,,
INV-49194,,Vendor,11431,,3-May-24,,2563,,11677,,14240,,14240,,
INV-84153,,Vendor,48997,,10-Apr-24,,17300,,78813,,96113,,96113,,
INV-31360,,Vendor,25822,,19-Apr-24,,16698,,76069,,92767,,92767,,
INV-31075,,Vendor,34529,,17-Apr-24,,8366,,38111,,46477,,46477,,
INV-71786,,Vendor,37297,,23-Apr-24,,4308,,19626,,23934,,23934,,
INV-23018,,Vendor,27325,,4-May-24,,116,,527,,642,,642,,
INV-81540,,Vendor,92287,,15-Apr-24,,13933,,63473,,77406,,77406,,
INV-35151,,Vendor,72943,,3-May-24,,15586,,71003,,86589,,86589,,
INV-84426,,Vendor,71561,,13-Apr-24,,3338,,15207,,18545,,18545,,
INV-39584,,Vendor,11230,,12-Apr-24,,7216,,32873,,40089,,40089,,
INV-54356,,Vendor,39456,,16-Apr-24,,17188,,78300,,95488,,95488,,
INV-10999,,Vendor,66716,,7-Apr-24,,15745,,71726,,87471,,87471,,
INV-39876,,Vendor,23441,,28-Apr-24,,10979,,50015,,60994,,60994,,
INV-17904,,Vendor,87592,,20-Apr-24,,17241,,78542,,95783,,95783,,
INV-79197,,Vendor,85625,,7-Apr-24,,875,,3988,,4863,,4863,,
INV-61462,,Vendor,88448,,7-Apr-24,,11301,,51484,,62785,,62785,,
INV-20814,,Vendor,56175,,26-Apr-24,,4654,,21202,,25856,,25856,,
INV-10712,,Vendor,34113,,4-May-24,,7883,,35911,,43794,,43794,,
INV-48131,,Vendor,26520,,7-Apr-24,,11516,,52463,,63980,,63980,,
INV-51285,,Vendor,25031,,16-Apr-24,,6007,,27363,,33370,,33370,,
INV-92482,,Vendor,30049,,17-Apr-24,,1740,,7925,,9665,,9665,,
INV-91522,,Vendor,51246,,26-Apr-24,,6083,,27713,,33797,,33797,,
INV-51547,,Vendor,86303,,8-Apr-24,,14142,,64425,,78567,,78567,,
INV-92408,,Vendor,48938,,13-Apr-24,,5117,,23312,,28429,,28429,,
INV-35662,,Vendor,80382,,11-Apr-24,,2203,,10037,,12241,,12241,,
INV-75805,,Vendor,48657,,11-Apr-24,,9257,,42170,,51426,,51426,,
INV-14903,,Vendor,26780,,17-Apr-24,,3624,,16507,,20131,,20131,,
INV-71133,,Vendor,41901,,1-May-24,,15177,,69138,,84315,,84315,,
INV-31278,,Vendor,72922,,3-May-24,,1578,,7188,,8766,,8766,,
INV-59775,,Vendor,45198,,8-Apr-24,,1251,,5697,,6947,,6947,,
INV-87550,,Vendor,45517,,14-Apr-24,,9035,,41161,,50196,,50196,,
INV-91758,,Vendor,98709,,23-Apr-24,,10583,,48209,,58792,,58792,,
INV-20459,,Vendor,97336,,22-Apr-24,,15769,,71836,,87604,,87604,,
INV-80476,,Vendor,73095,,21-Apr-24,,16782,,76452,,93234,,93234,,
INV-36421,,Vendor,13932,,8-Apr-24,,2059,,9381,,11440,,11440,,
INV-29818,,Vendor,89068,,11-Apr-24,,14619,,66599,,81218,,81218,,
INV-19163,,Vendor,37222,,26-Apr-24,,9745,,44394,,54139,,54139,,
INV-38710,,Vendor,83501,,11-Apr-24,,15274,,69580,,84854,,84854,,
INV-85889,,Vendor,19595,,28-Apr-24,,9324,,42477,,51801,,51801,,
INV-98594,,Vendor,14687,,26-Apr-24,,4382,,19961,,24343,,24343,,
INV-64454,,Vendor,49603,,14-Apr-24,,6781,,30890,,37671,,37671,,
INV-84145,,Vendor,34242,,16-Apr-24,,10994,,50084,,61078,,61078,,
INV-20413,,Vendor,75259,,8-Apr-24,,15446,,70364,,85809,,85809,,
INV-41244,,Vendor,88448,,6-May-24,,5482,,24975,,30458,,30458,,
INV-94202,,Vendor,97175,,26-Apr-24,,9857,,44904,,54761,,54761,,
INV-93092,,Vendor,66881,,26-Apr-24,,814,,3708,,4522,,4522,,
INV-15559,,Vendor,53249,,5-May-24,,1235,,5624,,6859,,6859,,
INV-23920,,Vendor,33250,,15-Apr-24,,8930,,40681,,49611,,49611,,
INV-58606,,Vendor,88450,,3-May-24,,15873,,72308,,88181,,88181,,
INV-49903,,Vendor,34628,,10-Apr-24,,8320,,37901,,46221,,46221,,
INV-20574,,Vendor,37896,,24-Apr-24,,2496,,11370,,13865,,13865,,
INV-92993,,Vendor,75200,,22-Apr-24,,10221,,46561,,56781,,56781,,
INV-97744,,Vendor,47333,,3-May-24,,9197,,41899,,51097,,51097,,
INV-10554,,Vendor,88089,,9-Apr-24,,17523,,79828,,97352,,97352,,
INV-50697,,Vendor,12348,,14-Apr-24,,9578,,43634,,53212,,53212,,
INV-12620,,Vendor,71582,,18-Apr-24,,10948,,49875,,60824,,60824,,
INV-71812,,Vendor,38333,,17-Apr-24,,15586,,71005,,86591,,86591,,
INV-14044,,Vendor,72890,,10-Apr-24,,2587,,11783,,14370,,14370,,
INV-34521,,Vendor,15177,,25-Apr-24,,11090,,50522,,61612,,61612,,
INV-87357,,Vendor,24856,,23-Apr-24,,6568,,29922,,36490,,36490,,
INV-63871,,Vendor,49904,,7-Apr-24,,6271,,28568,,34839,,34839,,
INV-19258,,Vendor,11027,,16-Apr-24,,15142,,68981,,84123,,84123,,
INV-18391,,Vendor,91594,,9-Apr-24,,17137,,78067,,95203,,95203,,
INV-63340,,Vendor,82255,,6-May-24,,6293,,28667,,34960,,34960,,
INV-23280,,Vendor,15237,,28-Apr-24,,6713,,30584,,37297,,37297,,
INV-86555,,Vendor,19630,,30-Apr-24,,1145,,5217,,6362,,6362,,
INV-95840,,Vendor,33280,,7-Apr-24,,14912,,67932,,82844,,82844,,
INV-23572,,Vendor,56384,,5-May-24,,13616,,62030,,75646,,75646,,
INV-93803,,Vendor,33542,,19-Apr-24,,11907,,54245,,66152,,66152,,
INV-13878,,Vendor,39981,,1-May-24,,13895,,63299,,77194,,77194,,
INV-17578,,Vendor,43851,,7-Apr-24,,10670,,48606,,59276,,59276,,
INV-14758,,Vendor,40663,,22-Apr-24,,3953,,18010,,21963,,21963,,
INV-57402,,Vendor,80901,,7-Apr-24,,1920,,8744,,10664,,10664,,
INV-90912,,Vendor,36875,,6-May-24,,13473,,61378,,74851,,74851,,
INV-85416,,Vendor,25719,,8-Apr-24,,8528,,38848,,47376,,47376,,
INV-53094,,Vendor,25921,,6-May-24,,2669,,12157,,14826,,14826,,
INV-39763,,Vendor,75879,,18-Apr-24,,3217,,14656,,17873,,17873,,
INV-99157,,Vendor,30570,,9-Apr-24,,12734,,58012,,70746,,70746,,
INV-54630,,Vendor,19738,,23-Apr-24,,4472,,20375,,24847,,24847,,
INV-84388,,Vendor,49043,,26-Apr-24,,1933,,8807,,10741,,10741,,
INV-12587,,Vendor,60641,,10-Apr-24,,3833,,17462,,21295,,21295,,
INV-87420,,Vendor,27847,,24-Apr-24,,566,,2579,,3145,,3145,,
INV-43218,,Vendor,61657,,27-Apr-24,,8166,,37202,,45368,,45368,,
INV-36131,,Vendor,87479,,12-Apr-24,,15652,,71303,,86955,,86955,,
INV-29090,,Vendor,43339,,9-Apr-24,,16293,,74226,,90519,,90519,,
INV-74306,,Vendor,95709,,12-Apr-24,,9932,,45247,,55180,,55180,,
INV-61194,,Vendor,65269,,28-Apr-24,,9347,,42579,,51926,,51926,,
INV-53067,,Vendor,86985,,7-Apr-24,,15145,,68994,,84139,,84139,,
INV-18062,,Vendor,44862,,16-Apr-24,,6814,,31043,,37858,,37858,,
INV-66377,,Vendor,84960,,11-Apr-24,,17625,,80290,,97915,,97915,,
INV-87079,,Vendor,90489,,4-May-24,,3914,,17830,,21744,,21744,,
INV-17197,,Vendor,36927,,11-Apr-24,,1338,,6095,,7433,,7433,,
INV-99884,,Vendor,52951,,17-Apr-24,,14025,,63892,,77918,,77918,,
INV-65790,,Vendor,41414,,17-Apr-24,,4991,,22739,,27730,,27730,,
INV-60867,,Vendor,40386,,7-Apr-24,,14540,,66238,,80779,,80779,,
INV-18141,,Vendor,33001,,17-Apr-24,,3667,,16706,,20373,,20373,,
INV-95755,,Vendor,51839,,18-Apr-24,,431,,1963,,2394,,2394,,
INV-60118,,Vendor,15218,,2-May-24,,7722,,35180,,42902,,42902,,
INV-22697,,Vendor,78146,,26-Apr-24,,5692,,25929,,31621,,31621,,
INV-29737,,Vendor,92748,,13-Apr-24,,8782,,40006,,48787,,48787,,
INV-87781,,Vendor,66814,,23-Apr-24,,15736,,71684,,87420,,87420,,
INV-85056,,Vendor,50754,,23-Apr-24,,9317,,42444,,51761,,51761,,
INV-21449,,Vendor,74588,,5-May-24,,8605,,39201,,47806,,47806,,
INV-98151,,Vendor,85489,,12-Apr-24,,4684,,21337,,26020,,26020,,
INV-82637,,Vendor,98659,,4-May-24,,16719,,76165,,92884,,92884,,
INV-66048,,Vendor,27309,,29-Apr-24,,11265,,51318,,62583,,62583,,
INV-33652,,Vendor,48268,,4-May-24,,6340,,28881,,35221,,35221,,
INV-85431,,Vendor,80304,,2-May-24,,11639,,53022,,64661,,64661,,
INV-59535,,Vendor,87656,,4-May-24,,10550,,48063,,58614,,58614,,
INV-99903,,Vendor,96519,,14-Apr-24,,7786,,35470,,43256,,43256,,
INV-21788,,Vendor,83954,,11-Apr-24,,5041,,22965,,28006,,28006,,
INV-58267,,Vendor,55334,,18-Apr-24,,17844,,81289,,99133,,99133,,
INV-24126,,Vendor,63798,,12-Apr-24,,5451,,24831,,30282,,30282,,
INV-57916,,Vendor,69513,,29-Apr-24,,1508,,6870,,8378,,8378,,
INV-65985,,Vendor,29529,,2-May-24,,15557,,70872,,86430,,86430,,
INV-82531,,Vendor,31906,,19-Apr-24,,3631,,16541,,20172,,20172,,
INV-66512,,Vendor,32999,,9-Apr-24,,8911,,40595,,49506,,49506,,
INV-84604,,Vendor,55583,,3-May-24,,12870,,58631,,71501,,71501,,
INV-59369,,Vendor,63743,,5-May-24,,7618,,34705,,42323,,42323,,
INV-18599,,Vendor,89970,,16-Apr-24,,15897,,72418,,88314,,88314,,
INV-93595,,Vendor,24313,,22-Apr-24,,552,,2517,,3069,,3069,,
INV-74368,,Vendor,66599,,30-Apr-24,,12891,,58726,,71617,,71617,,
INV-34496,,Vendor,16960,,13-Apr-24,,16143,,73539,,89681,,89681,,
INV-80195,,Vendor,83270,,7-Apr-24,,1518,,6914,,8432,,8432,,
INV-24020,,Vendor,19990,,2-May-24,,4205,,19155,,23359,,23359,,
INV-11914,,Vendor,16412,,15-Apr-24,,10862,,49482,,60344,,60344,,
INV-86855,,Vendor,69294,,29-Apr-24,,8428,,38393,,46821,,46821,,
INV-36906,,Vendor,11049,,10-Apr-24,,3132,,14268,,17400,,17400,,
INV-40802,,Vendor,10356,,7-Apr-24,,2921,,13308,,16230,,16230,,
INV-69159,,Vendor,63401,,20-Apr-24,,11802,,53764,,65566,,65566,,
INV-67005,,Vendor,77419,,19-Apr-24,,1337,,6090,,7427,,7427,,
INV-70165,,Vendor,23838,,30-Apr-24,,16791,,76491,,93282,,93282,,
INV-27455,,Vendor,33136,,15-Apr-24,,8904,,40564,,49468,,49468,,
INV-15794,,Vendor,29976,,13-Apr-24,,7107,,32375,,39482,,39482,,
INV-81577,,Vendor,15814,,28-Apr-24,,12778,,58212,,70990,,70990,,
INV-44474,,Vendor,49748,,3-May-24,,11364,,51769,,63132,,63132,,
INV-21837,,Vendor,59407,,5-May-24,,1774,,8083,,9858,,9858,,
INV-83922,,Vendor,95673,,22-Apr-24,,7921,,36084,,44005,,44005,,
INV-21489,,Vendor,49954,,21-Apr-24,,9846,,44855,,54702,,54702,,
INV-40670,,Vendor,21222,,20-Apr-24,,2578,,11744,,14322,,14322,,
INV-24110,,Vendor,62031,,19-Apr-24,,16727,,76200,,92927,,92927,,
INV-44431,,Vendor,31466,,27-Apr-24,,181,,826,,1007,,1007,,
INV-58187,,Vendor,64141,,17-Apr-24,,1447,,6591,,8038,,8038,,
INV-64043,,Vendor,40642,,29-Apr-24,,7089,,32295,,39385,,39385,,
INV-89283,,Vendor,58822,,11-Apr-24,,6316,,28773,,35089,,35089,,
INV-55954,,Vendor,20567,,27-Apr-24,,15034,,68489,,83523,,83523,,
INV-45730,,Vendor,85995,,11-Apr-24,,5000,,22779,,27779,,27779,,
INV-62268,,Vendor,68747,,24-Apr-24,,5426,,24720,,30146,,30146,,
INV-84192,,Vendor,90631,,2-May-24,,6456,,29409,,35865,,35865,,
INV-80423,,Vendor,32428,,12-Apr-24,,499,,2272,,2771,,2771,,
INV-56153,,Vendor,36422,,23-Apr-24,,11250,,51251,,62501,,62501,,
INV-22993,,Vendor,52824,,1-May-24,,13790,,62821,,76610,,76610,,
INV-51785,,Vendor,35069,,14-Apr-24,,3299,,15027,,18325,,18325,,
INV-56384,,Vendor,30581,,3-May-24,,5069,,23091,,28160,,28160,,
INV-33870,,Vendor,20503,,13-Apr-24,,4312,,19642,,23954,,23954,,
INV-97671,,Vendor,28345,,29-Apr-24,,13559,,61769,,75327,,75327,,
INV-14427,,Vendor,77460,,27-Apr-24,,8280,,37720,,46000,,46000,,
INV-56575,,Vendor,79204,,26-Apr-24,,7521,,34263,,41784,,41784,,
INV-92292,,Vendor,18422,,10-Apr-24,,3539,,16123,,19662,,19662,,
INV-85099,,Vendor,41190,,23-Apr-24,,13338,,60761,,74098,,74098,,
INV-19723,,Vendor,11987,,12-Apr-24,,760,,3461,,4221,,4221,,
INV-65107,,Vendor,69314,,27-Apr-24,,15198,,69235,,84433,,84433,,
INV-40102,,Vendor,24226,,8-Apr-24,,374,,1705,,2079,,2079,,
INV-82080,,Vendor,84970,,4-May-24,,17301,,78817,,96119,,96119,,
INV-86162,,Vendor,69062,,22-Apr-24,,3026,,13786,,16812,,16812,,
INV-35673,,Vendor,63903,,28-Apr-24,,4217,,19211,,23428,,23428,,
INV-64128,,Vendor,40068,,2-May-24,,10549,,48054,,58603,,58603,,
INV-58837,,Vendor,26249,,11-Apr-24,,10674,,48624,,59298,,59298,,
INV-87155,,Vendor,61387,,1-May-24,,12843,,58505,,71348,,71348,,
INV-16652,,Vendor,92314,,18-Apr-24,,16806,,76560,,93366,,93366,,
INV-44933,,Vendor,32288,,30-Apr-24,,3664,,16691,,20354,,20354,,
INV-32802,,Vendor,54233,,10-Apr-24,,9621,,43829,,53450,,53450,,
INV-27219,,Vendor,33034,,14-Apr-24,,14780,,67330,,82110,,82110,,
INV-67532,,Vendor,31914,,1-May-24,,2324,,10588,,12912,,12912,,
INV-49444,,Vendor,56527,,6-May-24,,6199,,28241,,34440,,34440,,
INV-73062,,Vendor,64138,,30-Apr-24,,5559,,25324,,30883,,30883,,
INV-13685,,Vendor,38709,,16-Apr-24,,17408,,79305,,96713,,96713,,
INV-91093,,Vendor,35680,,20-Apr-24,,6033,,27484,,33517,,33517,,
INV-12986,,Vendor,15488,,3-May-24,,11037,,50278,,61315,,61315,,
INV-70811,,Vendor,77109,,18-Apr-24,,9390,,42778,,52168,,52168,,
INV-32884,,Vendor,72192,,22-Apr-24,,12549,,57168,,69717,,69717,,
INV-29615,,Vendor,10167,,15-Apr-24,,1295,,5898,,7193,,7193,,
INV-68919,,Vendor,44427,,27-Apr-24,,8758,,39896,,48654,,48654,,
INV-12851,,Vendor,49239,,12-Apr-24,,6895,,31410,,38304,,38304,,
INV-69374,,Vendor,65694,,23-Apr-24,,1277,,5820,,7097,,7097,,
INV-36359,,Vendor,63054,,7-Apr-24,,11926,,54328,,66254,,66254,,
INV-40392,,Vendor,14262,,30-Apr-24,,2073,,9444,,11517,,11517,,
INV-77574,,Vendor,48084,,14-Apr-24,,11792,,53718,,65510,,65510,,
INV-99801,,Vendor,11795,,1-May-24,,1447,,6591,,8038,,8038,,
INV-92133,,Vendor,99981,,19-Apr-24,,319,,1453,,1772,,1772,,
INV-13235,,Vendor,65971,,1-May-24,,11431,,52073,,63504,,63504,,
INV-61488,,Vendor,87278,,2-May-24,,9909,,45140,,55049,,55049,,
INV-35427,,Vendor,64724,,16-Apr-24,,3607,,16430,,20037,,20037,,
INV-95424,,Vendor,78217,,27-Apr-24,,8451,,38500,,46951,,46951,,
INV-47312,,Vendor,41925,,11-Apr-24,,8272,,37685,,45958,,45958,,
INV-26272,,Vendor,72999,,25-Apr-24,,10530,,47969,,58498,,58498,,
INV-94987,,Vendor,11024,,28-Apr-24,,10977,,50008,,60985,,60985,,
INV-74502,,Vendor,79437,,18-Apr-24,,6585,,30000,,36585,,36585,,
INV-75583,,Vendor,84160,,22-Apr-24,,3766,,17155,,20921,,20921,,
INV-48977,,Vendor,22831,,21-Apr-24,,943,,4298,,5241,,5241,,
INV-13535,,Vendor,61175,,2-May-24,,7626,,34739,,42365,,42365,,
INV-20325,,Vendor,11444,,26-Apr-24,,9995,,45532,,55527,,55527,,
INV-17764,,Vendor,99848,,4-May-24,,10900,,49653,,60553,,60553,,
INV-42763,,Vendor,44305,,5-May-24,,9916,,45171,,55087,,55087,,
INV-25793,,Vendor,96987,,21-Apr-24,,10468,,47689,,58157,,58157,,
INV-39226,,Vendor,24701,,7-Apr-24,,7015,,31956,,38971,,38971,,
INV-79382,,Vendor,69718,,28-Apr-24,,3970,,18086,,22056,,22056,,
INV-55254,,Vendor,54401,,16-Apr-24,,8060,,36716,,44775,,44775,,
INV-79627,,Vendor,50573,,11-Apr-24,,2992,,13628,,16619,,16619,,
INV-24476,,Vendor,43271,,13-Apr-24,,10108,,46047,,56155,,56155,,
INV-98632,,Vendor,14913,,29-Apr-24,,14205,,64714,,78919,,78919,,
INV-57819,,Vendor,85316,,5-May-24,,4544,,20700,,25243,,25243,,
INV-79409,,Vendor,92336,,4-May-24,,8971,,40867,,49838,,49838,,
INV-63438,,Vendor,18782,,20-Apr-24,,16818,,76613,,93431,,93431,,
INV-39026,,Vendor,47156,,17-Apr-24,,3207,,14611,,17818,,17818,,
INV-53601,,Vendor,86097,,16-Apr-24,,16223,,73904,,90127,,90127,,
INV-23978,,Vendor,45774,,26-Apr-24,,9696,,44171,,53867,,53867,,
INV-12459,,Vendor,43087,,1-May-24,,1592,,7251,,8843,,8843,,
INV-72070,,Vendor,57505,,10-Apr-24,,5304,,24164,,29468,,29468,,
INV-56632,,Vendor,44631,,1-May-24,,393,,1791,,2185,,2185,,
INV-14866,,Vendor,57339,,15-Apr-24,,3791,,17270,,21061,,21061,,
INV-68448,,Vendor,82435,,22-Apr-24,,16147,,73559,,89706,,89706,,
INV-19509,,Vendor,71985,,20-Apr-24,,9983,,45479,,55462,,55462,,
INV-10796,,Vendor,79548,,8-Apr-24,,16053,,73131,,89184,,89184,,
INV-87550,,Vendor,97134,,24-Apr-24,,3556,,16199,,19755,,19755,,
INV-33446,,Vendor,81047,,15-Apr-24,,3344,,15233,,18576,,18576,,
INV-18959,,Vendor,43687,,8-Apr-24,,2132,,9715,,11847,,11847,,
INV-41736,,Vendor,84554,,7-Apr-24,,829,,3777,,4606,,4606,,
INV-43285,,Vendor,33278,,19-Apr-24,,13335,,60747,,74082,,74082,,
INV-64382,,Vendor,85722,,16-Apr-24,,3137,,14289,,17425,,17425,,
INV-15669,,Vendor,32496,,28-Apr-24,,6214,,28307,,34520,,34520,,
INV-60514,,Vendor,62197,,20-Apr-24,,14714,,67032,,81746,,81746,,
INV-69248,,Vendor,71731,,12-Apr-24,,16921,,77086,,94007,,94007,,
INV-19231,,Vendor,21521,,10-Apr-24,,776,,3534,,4310,,4310,,
INV-67588,,Vendor,31431,,3-May-24,,17143,,78097,,95240,,95240,,
INV-49387,,Vendor,22215,,28-Apr-24,,16021,,72984,,89005,,89005,,
INV-39732,,Vendor,82366,,2-May-24,,5484,,24984,,30468,,30468,,
INV-60399,,Vendor,98670,,26-Apr-24,,13572,,61828,,75400,,75400,,
INV-73577,,Vendor,36600,,26-Apr-24,,6137,,27956,,34093,,34093,,
INV-20165,,Vendor,60302,,28-Apr-24,,3514,,16008,,19521,,19521,,
INV-18410,,Vendor,21168,,8-Apr-24,,4059,,18492,,22551,,22551,,
INV-80095,,Vendor,29650,,13-Apr-24,,10704,,48763,,59467,,59467,,
INV-35348,,Vendor,44631,,23-Apr-24,,485,,2210,,2695,,2695,,
INV-46506,,Vendor,29965,,9-Apr-24,,14512,,66112,,80624,,80624,,
INV-65081,,Vendor,87142,,8-Apr-24,,1726,,7861,,9586,,9586,,
INV-23447,,Vendor,70421,,16-Apr-24,,10040,,45738,,55779,,55779,,
INV-91466,,Vendor,76190,,10-Apr-24,,9287,,42309,,51596,,51596,,
INV-42287,,Vendor,62507,,24-Apr-24,,16830,,76671,,93501,,93501,,
INV-45705,,Vendor,49325,,10-Apr-24,,15443,,70351,,85793,,85793,,
INV-91170,,Vendor,66057,,23-Apr-24,,10397,,47364,,57762,,57762,,
INV-72695,,Vendor,88950,,25-Apr-24,,3287,,14976,,18264,,18264,,
INV-22435,,Vendor,58752,,9-Apr-24,,5657,,25773,,31430,,31430,,
INV-88720,,Vendor,95085,,27-Apr-24,,8675,,39521,,48196,,48196,,
INV-41089,,Vendor,77710,,8-Apr-24,,1800,,8200,,10000,,10000,,
INV-45084,,Vendor,65177,,14-Apr-24,,10776,,49088,,59864,,59864,,
INV-31118,,Vendor,33382,,12-Apr-24,,573,,2610,,3183,,3183,,
INV-13696,,Vendor,73363,,3-May-24,,6612,,30123,,36736,,36736,,
INV-35288,,Vendor,51418,,1-May-24,,485,,2211,,2696,,2696,,
INV-57842,,Vendor,76814,,24-Apr-24,,5272,,24017,,29289,,29289,,
INV-45101,,Vendor,13838,,27-Apr-24,,2755,,12553,,15308,,15308,,
INV-67680,,Vendor,67658,,30-Apr-24,,10100,,46013,,56113,,56113,,
INV-81397,,Vendor,90074,,7-Apr-24,,6636,,30231,,36867,,36867,,
INV-12793,,Vendor,81467,,24-Apr-24,,11907,,54245,,66152,,66152,,
INV-61418,,Vendor,32831,,3-May-24,,16452,,74949,,91401,,91401,,
INV-10552,,Vendor,61394,,26-Apr-24,,11256,,51278,,62534,,62534,,
INV-75250,,Vendor,71331,,10-Apr-24,,744,,3389,,4133,,4133,,
INV-84130,,Vendor,38798,,12-Apr-24,,13327,,60711,,74038,,74038,,
INV-96669,,Vendor,64987,,9-Apr-24,,10828,,49326,,60154,,60154,,
INV-90519,,Vendor,55098,,9-Apr-24,,4724,,21522,,26247,,26247,,
INV-24244,,Vendor,17540,,21-Apr-24,,1900,,8657,,10557,,10557,,
INV-47940,,Vendor,35095,,4-May-24,,15258,,69510,,84768,,84768,,
INV-54031,,Vendor,41238,,25-Apr-24,,7316,,33328,,40644,,40644,,
INV-38743,,Vendor,97343,,19-Apr-24,,11302,,51488,,62790,,62790,,
INV-49606,,Vendor,45849,,24-Apr-24,,11907,,54245,,66152,,66152,,
INV-56079,,Vendor,16841,,17-Apr-24,,2510,,11434,,13944,,13944,,
INV-80770,,Vendor,51435,,5-May-24,,897,,4088,,4985,,4985,,
INV-12093,,Vendor,77638,,21-Apr-24,,9943,,45294,,55237,,55237,,
INV-84948,,Vendor,11366,,1-May-24,,17208,,78394,,95603,,95603,,
INV-15464,,Vendor,61519,,27-Apr-24,,4667,,21260,,25927,,25927,,
INV-59700,,Vendor,95444,,6-May-24,,8834,,40246,,49080,,49080,,
INV-61376,,Vendor,59570,,14-Apr-24,,11944,,54414,,66358,,66358,,
INV-64620,,Vendor,38453,,2-May-24,,14013,,63838,,77851,,77851,,
INV-42951,,Vendor,94697,,3-May-24,,3216,,14652,,17868,,17868,,
INV-57072,,Vendor,92652,,15-Apr-24,,1150,,5241,,6392,,6392,,
INV-52277,,Vendor,96762,,26-Apr-24,,1372,,6250,,7622,,7622,,
INV-75327,,Vendor,77592,,24-Apr-24,,3914,,17830,,21744,,21744,,
INV-11280,,Vendor,74143,,23-Apr-24,,10792,,49164,,59957,,59957,,
INV-98277,,Vendor,99029,,14-Apr-24,,15137,,68958,,84096,,84096,,
INV-94571,,Vendor,87388,,13-Apr-24,,9781,,44557,,54338,,54338,,
INV-39616,,Vendor,70454,,2-May-24,,8590,,39131,,47720,,47720,,
INV-13597,,Vendor,40334,,20-Apr-24,,8104,,36919,,45023,,45023,,
INV-41230,,Vendor,82004,,4-May-24,,39,,177,,216,,216,,
INV-13797,,Vendor,43491,,3-May-24,,13584,,61883,,75467,,75467,,
INV-36062,,Vendor,37124,,28-Apr-24,,8178,,37255,,45433,,45433,,
INV-81797,,Vendor,45898,,11-Apr-24,,10510,,47879,,58389,,58389,,
INV-13022,,Vendor,81658,,14-Apr-24,,6362,,28984,,35347,,35347,,
INV-47331,,Vendor,72591,,5-May-24,,12298,,56025,,68324,,68324,,
INV-58738,,Vendor,31800,,21-Apr-24,,3110,,14167,,17277,,17277,,
INV-15592,,Vendor,39246,,30-Apr-24,,6660,,30341,,37001,,37001,,
INV-61473,,Vendor,55556,,5-May-24,,14116,,64307,,78423,,78423,,
INV-14963,,Vendor,92468,,27-Apr-24,,16448,,74928,,91376,,91376,,
INV-40743,,Vendor,88047,,25-Apr-24,,17470,,79588,,97058,,97058,,
INV-42123,,Vendor,57369,,18-Apr-24,,14773,,67301,,82074,,82074,,
INV-24974,,Vendor,28079,,15-Apr-24,,14292,,65110,,79402,,79402,,
INV-54427,,Vendor,64210,,11-Apr-24,,2910,,13256,,16166,,16166,,
INV-99237,,Vendor,69800,,16-Apr-24,,6309,,28740,,35049,,35049,,
INV-94176,,Vendor,29578,,13-Apr-24,,15772,,71851,,87624,,87624,,
INV-99378,,Vendor,98304,,1-May-24,,2699,,12296,,14995,,14995,,
INV-42708,,Vendor,64093,,18-Apr-24,,3452,,15727,,19179,,19179,,
INV-77596,,Vendor,45613,,6-May-24,,6001,,27339,,33340,,33340,,
INV-58599,,Vendor,39102,,26-Apr-24,,3030,,13803,,16833,,16833,,
INV-52370,,Vendor,77623,,13-Apr-24,,7632,,34770,,42403,,42403,,
INV-55922,,Vendor,88863,,16-Apr-24,,1398,,6369,,7767,,7767,,
INV-61315,,Vendor,39532,,19-Apr-24,,1140,,5194,,6334,,6334,,
INV-23640,,Vendor,72298,,5-May-24,,6485,,29541,,36025,,36025,,
INV-92519,,Vendor,50367,,23-Apr-24,,5650,,25737,,31386,,31386,,
